route_id,trip_short_name
S8,24830
S8,24868
S8,24850
S8,24851
S8,24875
S8,24884
S8,24877
S8,24835
S8,24826
S8,24819
S8,24840
S8,24839
S8,24860
S8,24869
S8,24816
S8,24814
S8,24846
S8,24866
S8,24876
S8,24828
S8,24859
S8,24841
S8,24855
S8,24856
S8,24801
S8,24825
S8,24845
S8,24874
S8,24854
S8,24878
S8,24863
S8,24885
S8,24872
S8,24823
S8,24883
S8,24864
S8,24821
S8,24870
S8,24824
S8,24844
S8,24827
S8,24867
S8,24865
S8,24818
S8,24849
S8,24852
S8,24886
S8,24861
S8,24879
S8,24817
S8,24800
S8,24820
S8,24833
S8,24857
S8,24842
S8,24880
S8,24836
S8,24832
S8,24889
S8,24862
S8,24831
S8,24871
S8,24848
S8,24822
S8,24873
S8,24858
S8,24853
S8,24829
S8,24837
S8,24881
